sample_id,time_s,step_id,pose_x_m,pose_y_m,pose_theta_deg,gt_x_m,gt_y_m,localization_error_m,path_length_m,coverage_percent,coverage_cleaned_cells,coverage_total_cells,uncleaned_cells,frontier_cells,gray_gap_cells,gray_gap_components,planner_intent,planner_mode,navigation_phase,nav_state,owner_source,control_owner,route_active,route_kind,route_len_cells,route_cost_m,route_status,map_mature,known_map_active,dock_completed,raw_obstacle_cells,actual_obstacle_cells,no_go_cells,hypothesis_obstacle_cells,contact_obstacle_cells,structural_obstacle_cells,thin_obstacle_cells,weak_unconfirmed_obstacle_cells,gt_obstacle_cells,false_occupied_cells,false_free_cells,false_occupied_ratio,obstacle_precision,obstacle_recall,quality_ok,quality_debug,loop_ms,planner_ms,planner_nodes,load_shedding,bumper_active,low_obstacle_debug,bumper_events,recovery_events,route_abort_events,known_wait_events,low_obstacle_marks
359,367.648,11488,-0.0742498,-4.78783,60.1963,-4.19263,-2.03787,0.00162479,24.4863,34.4474,68775,199652,130877,33533,209,3,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,SCAN_AROUND,frontier-hold,SCAN_AROUND:active RGB-D scan: t=5.8s d=0.00/0.00,0,none,0,-1,wavefront frontier cost=0.50m len=4 score=102.5 comp=0 fp=913/-0.00 cont=0.0 wall=0.0 seg=point geom first=3deg corner commitType=frontier intent=EXPAND_MAP fr=335 exploreRoute=frontier-only cost=3. noise=cache44:obs-3/ defer=62 plan=171ms/146,0,0,0,,,,,,,,,,,,,,,,,94.3613,171.446,146,load=shed loop=94 ema=40,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
360,368.672,11520,-0.0742498,-4.78783,72.2813,-4.19265,-2.03787,0.00161019,24.4863,34.4474,68775,199652,130877,33533,209,3,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,SCAN_AROUND,frontier-hold,SCAN_AROUND:active RGB-D scan: t=5.8s d=0.00/0.00,0,none,0,-1,wavefront frontier cost=0.50m len=4 score=102.5 comp=0 fp=913/-0.00 cont=0.0 wall=0.0 seg=point geom first=3deg corner commitType=frontier intent=EXPAND_MAP fr=335 exploreRoute=frontier-only cost=3. noise=cache44:obs-3/ defer=62 plan=171ms/146,0,0,0,291,529,738,267,29,291,0,238,520,335,403,0.63327,0.36673,0.225,1,quality_gate=n/a,244.858,171.446,146,load=shed loop=245 ema=59,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
361,369.696,11552,-0.0742498,-4.78783,91.6147,-4.19267,-2.03786,0.001585,24.4863,34.4474,68775,199652,130877,33533,209,3,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,SCAN_AROUND,frontier-hold,SCAN_AROUND:active RGB-D scan: t=5.8s d=0.00/0.00,0,none,0,-1,wavefront frontier cost=0.50m len=4 score=102.5 comp=0 fp=913/-0.00 cont=0.0 wall=0.0 seg=point geom first=3deg corner commitType=frontier intent=EXPAND_MAP fr=335 exploreRoute=frontier-only cost=3. noise=cache44:obs-3/ defer=62 plan=171ms/146,0,0,0,,,,,,,,,,,,,,,,,55.7785,171.446,146,load=shed loop=56 ema=29,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
362,370.72,11584,-0.0787304,-4.77024,103.324,-4.19717,-2.02037,0.00157352,24.5045,33.7401,69311,205426,136115,35558,209,3,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,4,0.501008,wavefront frontier cost=0.50m len=4 score=101.1 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=19deg corne commitType=frontier intent=EXPAND_MAP fr=355 exploreRoute=frontier-only cost=3. noise=cache10:obs-3/ defer=62 plan=212ms/9001,0,0,0,,,,,,,,,,,,,,,,,80.2039,212.279,9001,load=shed loop=80 ema=125,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
363,371.744,11616,-0.0939186,-4.67467,95.3298,-4.21237,-1.92474,0.00155449,24.6013,33.7401,69311,205426,136115,35558,209,3,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,4,0.501008,wavefront frontier cost=0.50m len=4 score=101.1 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=19deg corne commitType=frontier intent=EXPAND_MAP fr=355 exploreRoute=frontier-only cost=3. noise=cache10:obs-3/ defer=62 plan=212ms/9001,0,0,0,,,,,,,,,,,,,,,,,198.507,212.279,9001,load=shed loop=199 ema=70,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
364,372.768,11648,-0.0984362,-4.57796,90.9171,-4.21688,-1.828,0.00156491,24.6981,33.7401,69311,205426,136115,35558,209,3,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,4,0.501008,wavefront frontier cost=0.50m len=4 score=101.1 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=19deg corne commitType=frontier intent=EXPAND_MAP fr=355 exploreRoute=frontier-only cost=3. noise=cache10:obs-3/ defer=62 plan=212ms/9001,0,0,0,,,,,,,,,,,,,,,,,106.915,212.279,9001,load=shed loop=107 ema=60,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
365,373.792,11680,-0.0985185,-4.49078,90.6657,-4.21694,-1.74104,0.00160435,24.7853,33.9591,69828,205624,135796,35359,209,3,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.33m len=3 score=104.6 comp=0 fp=939/0.00 cont=0.0 wall=0.0 seg=point geom first=9deg corner commitType=frontier intent=EXPAND_MAP fr=353 exploreRoute=frontier-only cost=3. noise=cache36:obs-3/ defer=67 plan=184ms/809,0,0,0,291,529,738,267,29,291,0,238,520,335,403,0.63327,0.36673,0.225,1,quality_gate=n/a,80.4322,183.956,809,load=shed loop=80 ema=115,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
366,374.816,11712,-0.0985615,-4.41485,90.4881,-4.21699,-1.66541,0.00167748,24.8613,34.1011,70374,206369,135995,34788,386,4,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.33m len=3 score=104.6 comp=0 fp=939/0.00 cont=0.0 wall=0.0 seg=point geom first=10deg corne commitType=frontier intent=EXPAND_MAP fr=347 exploreRoute=frontier-only cost=3. noise=obs-3/38 dirty defer=58 plan=177ms/991,0,0,0,,,,,,,,,,,,,,,,,78.7357,176.794,991,load=shed loop=79 ema=194,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
367,375.84,11744,-0.09771,-4.32313,89.1978,-4.21615,-1.57378,0.00170465,24.953,34.1011,70374,206369,135995,34788,386,4,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,3,0.334691,wavefront frontier cost=0.33m len=3 score=104.6 comp=0 fp=939/0.00 cont=0.0 wall=0.0 seg=point geom first=10deg corne commitType=frontier intent=EXPAND_MAP fr=347 exploreRoute=frontier-only cost=3. noise=obs-3/38 dirty defer=58 plan=177ms/991,0,0,0,,,,,,,,,,,,,,,,,84.3407,176.794,991,load=shed loop=84 ema=56,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
368,376.864,11776,-0.0961889,-4.21449,89.1978,-4.21462,-1.4651,0.00169033,25.0616,34.1011,70374,206369,135995,34788,386,4,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.33m len=3 score=104.7 comp=0 fp=939/0.00 cont=0.0 wall=0.0 seg=point geom first=9deg corner commitType=frontier intent=EXPAND_MAP fr=347 exploreRoute=frontier-only cost=3. noise=cache63:obs-3/ defer=71 plan=86ms/442,0,0,0,,,,,,,,,,,,,,,,,100.653,86.4681,442,load=shed loop=101 ema=163,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
369,377.888,11808,-0.09443,-4.08887,89.1978,-4.21286,-1.33941,0.00166581,25.1873,34.0311,71074,208850,137776,35569,334,5,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,3,0.334191,wavefront frontier cost=0.33m len=3 score=104.7 comp=0 fp=936/0.00 cont=0.0 wall=0.0 seg=point geom first=9deg corner commitType=frontier intent=EXPAND_MAP fr=355 exploreRoute=frontier-only cost=3. noise=cache8:obs-3/3 defer=70 plan=116ms/7175,0,0,0,,,,,,,,,,,,,,,,,239.694,116.409,7175,load=shed loop=240 ema=91,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
370,378.912,11840,-0.0930907,-3.99321,89.1978,-4.21152,-1.24376,0.00166909,25.2829,34.0311,71074,208850,137776,35569,334,5,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.34m len=3 score=104.7 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=8deg corner commitType=frontier intent=EXPAND_MAP fr=355 exploreRoute=frontier-only cost=3. noise=cache44:obs-3/ defer=72 plan=231ms/9001,0,0,0,291,529,738,267,29,291,0,238,520,335,403,0.63327,0.36673,0.225,1,quality_gate=n/a,121.125,231.104,9001,load=shed loop=121 ema=72,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
371,379.936,11872,-0.091243,-3.86125,89.1978,-4.20968,-1.11172,0.00164386,25.4149,34.0311,71074,208850,137776,35569,334,5,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.33m len=3 score=104.8 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=8deg corner commitType=frontier intent=EXPAND_MAP fr=355 exploreRoute=frontier-only cost=3. noise=cache64:obs-3/ defer=70 plan=93ms/1157,0,0,0,,,,,,,,,,,,,,,,,123.357,93.4444,1157,load=shed loop=123 ema=51,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
372,380.96,11904,-0.0896134,-3.74487,89.1978,-4.20805,-0.995281,0.00163114,25.5313,33.8429,71845,212290,140445,35926,209,3,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.33m len=3 score=104.8 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=7deg corner commitType=frontier intent=EXPAND_MAP fr=359 exploreRoute=frontier-only cost=3. noise=cache44:obs-3/ defer=63 plan=116ms/9001,0,0,0,,,,,,,,,,,,,,,,,213.725,115.863,9001,load=shed loop=214 ema=200,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
373,381.984,11936,-0.087901,-3.62256,89.1978,-4.20633,-0.872916,0.00161712,25.6536,33.8429,71845,212290,140445,35926,209,3,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,3,0.33509,wavefront frontier cost=0.34m len=3 score=104.9 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=7deg corner commitType=frontier intent=EXPAND_MAP fr=359 exploreRoute=frontier-only cost=3. noise=cache63:obs-3/ defer=68 plan=138ms/9001,0,0,0,,,,,,,,,,,,,,,,,76.0197,138.289,9001,load=shed loop=76 ema=68,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
374,383.008,11968,-0.0865177,-3.52377,89.1978,-4.20495,-0.774114,0.00161497,25.7524,33.6608,72650,215830,143180,35201,209,3,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.33m len=3 score=104.8 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=7deg corner commitType=frontier intent=EXPAND_MAP fr=352 exploreRoute=frontier-only cost=0. noise=cache26:obs-3/ defer=25 plan=223ms/9001,0,0,0,,,,,,,,,,,,,,,,,115.029,222.668,9001,load=shed loop=115 ema=60,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
375,384.032,12000,-0.0846675,-3.39162,89.1978,-4.2031,-0.641891,0.00160099,25.8846,33.6608,72650,215830,143180,35201,209,3,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.34m len=3 score=104.9 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=6deg corner commitType=frontier intent=EXPAND_MAP fr=352 exploreRoute=frontier-only cost=3. noise=cache65:obs-3/ defer=52 plan=94ms/1289,0,0,0,291,529,738,267,29,291,0,238,520,335,403,0.63327,0.36673,0.225,1,quality_gate=n/a,445.33,94.4454,1289,load=shed loop=445 ema=154,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
376,385.056,12032,-0.0833675,-3.29878,89.1978,-4.2018,-0.549064,0.00160339,25.9774,33.5917,73420,218566,145146,35287,209,3,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.34m len=3 score=104.9 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=6deg corner commitType=frontier intent=EXPAND_MAP fr=352 exploreRoute=frontier-only cost=1. noise=cache26:obs-3/ defer=16 plan=222ms/9001,0,0,0,,,,,,,,,,,,,,,,,108.91,222.366,9001,load=shed loop=109 ema=127,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
377,386.08,12064,-0.0815425,-3.16843,89.1978,-4.19997,-0.418619,0.00158938,26.1078,33.5917,73420,218566,145146,35287,209,3,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.33m len=3 score=104.9 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=5deg corner commitType=frontier intent=EXPAND_MAP fr=352 exploreRoute=frontier-only cost=1. noise=cache63:obs-3/ defer=9 plan=83ms/202,0,0,0,,,,,,,,,,,,,,,,,112.538,83.2922,202,load=shed loop=113 ema=237,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
378,387.104,12096,-0.0800161,-3.05941,89.1978,-4.19844,-0.309562,0.00158558,26.2168,33.5917,73420,218566,145146,35287,209,3,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,3,0.334494,wavefront frontier cost=0.33m len=3 score=104.9 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=5deg corner commitType=frontier intent=EXPAND_MAP fr=352 exploreRoute=frontier-only cost=1. noise=cache63:obs-3/ defer=9 plan=83ms/202,0,0,0,,,,,,,,,,,,,,,,,244.539,83.2922,202,load=shed loop=245 ema=84,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
379,388.128,12128,-0.078402,-2.94414,89.1978,-4.19683,-0.194237,0.00158215,26.3321,33.5395,74191,221205,147014,35783,209,3,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.33m len=3 score=105.0 comp=0 fp=941/-0.00 cont=0.0 wall=0.0 seg=point geom first=4deg corner commitType=frontier intent=EXPAND_MAP fr=357 exploreRoute=frontier-only cost=1. noise=cache46:obs-3/ defer=26 plan=117ms/1315,0,0,0,,,,,,,,,,,,,,,,,113.954,117.209,1315,load=shed loop=114 ema=83,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
380,389.152,12160,-0.076736,-2.82515,89.1978,-4.19516,-0.0751998,0.00157998,26.4511,33.5395,74191,221205,147014,35783,209,3,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,3,0.334833,wavefront frontier cost=0.33m len=3 score=105.0 comp=0 fp=941/-0.00 cont=0.0 wall=0.0 seg=point geom first=4deg corner commitType=frontier intent=EXPAND_MAP fr=357 exploreRoute=frontier-only cost=1. noise=cache64:obs-3/ defer=20 plan=95ms/854,0,0,0,291,529,738,267,29,291,0,238,520,335,403,0.63327,0.36673,0.225,1,quality_gate=n/a,100.394,94.6016,854,load=shed loop=100 ema=60,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
381,390.176,12192,-0.0752458,-2.71872,89.1978,-4.19367,0.0312637,0.00157951,26.5576,33.4492,74969,224128,149159,35938,209,3,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.33m len=3 score=105.0 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=3deg corner commitType=frontier intent=EXPAND_MAP fr=359 exploreRoute=frontier-only cost=1. noise=cache46:obs-3/ defer=12 plan=189ms/255,0,0,0,,,,,,,,,,,,,,,,,121.641,188.793,255,load=shed loop=122 ema=225,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
382,391.2,12224,-0.0734715,-2.592,89.1978,-4.1919,0.158066,0.00158113,26.6843,33.4492,74969,224128,149159,35938,209,3,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,3,0.334905,wavefront frontier cost=0.33m len=3 score=105.1 comp=0 fp=940/0.00 cont=0.0 wall=0.0 seg=point geom first=3deg corner commitType=frontier intent=EXPAND_MAP fr=359 exploreRoute=frontier-only cost=2. noise=cache64:obs-3/ defer=10 plan=122ms/7876,0,0,0,,,,,,,,,,,,,,,,,79.3844,121.869,7876,load=shed loop=79 ema=65,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
383,392.224,12256,-0.0721178,-2.49531,89.1978,-4.19054,0.254739,0.00158071,26.781,33.4136,75731,226647,150916,34217,2781,12,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=1.65m len=11 score=190.1 comp=0 fp=856/0.00 cont=0.0 wall=0.0 seg=point geom first=3deg corner commitType=frontier intent=EXPAND_MAP fr=342 exploreRoute=frontier-only cost=2. noise=cache27:obs-3/ defer=8 plan=233ms/9001,0,0,0,,,,,,,,,,,,,,,,,97.2187,233.251,9001,load=shed loop=97 ema=70,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
384,393.248,12288,-0.0715421,-2.4542,84.9694,-4.18996,0.295893,0.00158773,26.8221,33.4136,75731,226647,150916,34217,2781,12,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,SCAN_AROUND,frontier-hold,SCAN_AROUND:active RGB-D scan: t=5.8s d=0.00/0.00,0,none,0,-1,wavefront frontier cost=1.00m len=7 score=132.1 comp=0 fp=939/0.00 cont=0.0 wall=0.0 seg=point geom first=0deg corner commitType=frontier intent=EXPAND_MAP fr=342 exploreRoute=frontier-only cost=2. noise=cache69:obs-3/ defer=84 plan=227ms/9001,0,0,0,,,,,,,,,,,,,,,,,192.393,227.354,9001,load=shed loop=192 ema=229,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
385,394.272,12320,-0.0715421,-2.4542,69.4577,-4.18994,0.29592,0.00160944,26.8221,33.4136,75731,226647,150916,34217,2781,12,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,SCAN_AROUND,frontier-hold,SCAN_AROUND:active RGB-D scan: t=5.8s d=0.00/0.00,0,none,0,-1,wavefront frontier cost=1.00m len=7 score=132.1 comp=0 fp=939/0.00 cont=0.0 wall=0.0 seg=point geom first=0deg corner commitType=frontier intent=EXPAND_MAP fr=342 exploreRoute=frontier-only cost=2. noise=cache69:obs-3/ defer=84 plan=227ms/9001,0,0,0,291,529,738,267,29,291,0,238,520,335,403,0.63327,0.36673,0.225,1,quality_gate=n/a,113.371,227.354,9001,load=shed loop=113 ema=36,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
386,395.296,12352,-0.0715421,-2.4542,61.1157,-4.18993,0.295919,0.00161911,26.8221,33.4136,75731,226647,150916,34217,2781,12,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,SCAN_AROUND,frontier-hold,SCAN_AROUND:active RGB-D scan: t=5.8s d=0.00/0.00,0,none,0,-1,wavefront frontier cost=1.00m len=7 score=132.1 comp=0 fp=939/0.00 cont=0.0 wall=0.0 seg=point geom first=0deg corner commitType=frontier intent=EXPAND_MAP fr=342 exploreRoute=frontier-only cost=2. noise=cache69:obs-3/ defer=84 plan=227ms/9001,0,0,0,,,,,,,,,,,,,,,,,60.0875,227.354,9001,load=shed loop=60 ema=33,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
387,396.32,12384,-0.0715421,-2.4542,67.9661,-4.18994,0.295924,0.00161192,26.8221,33.4136,75731,226647,150916,34217,2781,12,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,SCAN_AROUND,frontier-hold,SCAN_AROUND:active RGB-D scan: t=5.8s d=0.00/0.00,0,none,0,-1,wavefront frontier cost=1.00m len=7 score=132.1 comp=0 fp=939/0.00 cont=0.0 wall=0.0 seg=point geom first=0deg corner commitType=frontier intent=EXPAND_MAP fr=342 exploreRoute=frontier-only cost=2. noise=cache69:obs-3/ defer=84 plan=227ms/9001,0,0,0,,,,,,,,,,,,,,,,,169.626,227.354,9001,load=shed loop=170 ema=48,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
388,397.344,12416,-0.0715421,-2.4542,87.3008,-4.18996,0.29593,0.00158758,26.8221,33.4136,75731,226647,150916,34217,2781,12,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,SCAN_AROUND,frontier-hold,SCAN_AROUND:active RGB-D scan: t=5.8s d=0.00/0.00,0,none,0,-1,wavefront frontier cost=1.00m len=7 score=132.1 comp=0 fp=939/0.00 cont=0.0 wall=0.0 seg=point geom first=0deg corner commitType=frontier intent=EXPAND_MAP fr=342 exploreRoute=frontier-only cost=2. noise=cache69:obs-3/ defer=84 plan=227ms/9001,0,0,0,,,,,,,,,,,,,,,,,54.4069,227.354,9001,load=shed loop=54 ema=28,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
389,398.368,12448,-0.0715421,-2.4542,105.218,-4.18999,0.295939,0.00156489,26.8221,33.4136,75731,226647,150916,34217,2781,12,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,NONE:scan finished: tim t=0.0s d=0.00/0.00,0,none,0,-1,wavefront frontier cost=1.00m len=7 score=132.1 comp=0 fp=939/0.00 cont=0.0 wall=0.0 seg=point geom first=0deg corner commitType=frontier intent=EXPAND_MAP fr=342 exploreRoute=frontier-only cost=2. noise=cache69:obs-3/ defer=84 plan=227ms/9001,0,0,0,,,,,,,,,,,,,,,,,60.2236,227.354,9001,load=shed loop=60 ema=31,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
390,399.392,12480,-0.0871412,-2.37406,91.5037,-4.20559,0.376102,0.00156477,26.9038,33.3657,76252,228534,152282,35262,1447,8,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,7,0.995126,wavefront frontier cost=0.83m len=6 score=91.9 comp=0 fp=939/0.00 cont=0.0 wall=0.0 seg=point geom first=9deg corner commitType=frontier intent=EXPAND_MAP fr=352 exploreRoute=frontier-only cost=2. noise=cache48:obs-3/ defer=103 plan=92ms/339,0,0,0,291,529,738,267,29,291,0,238,520,335,403,0.63327,0.36673,0.225,1,quality_gate=n/a,1818.31,92.2904,339,load=shed loop=1818 ema=361,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
391,400.416,12512,-0.0871412,-2.37406,81.4506,-4.20557,0.376031,0.001582,26.9038,33.3657,76252,228534,152282,35262,1447,8,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,RGBD_SNAPSHOT,frontier-route,RGBD_SNAPSHOT:RGB-D snapshot set t=1.4s d=0.00/0.00,1,frontier,7,0.995126,wavefront frontier cost=0.83m len=6 score=91.9 comp=0 fp=939/0.00 cont=0.0 wall=0.0 seg=point geom first=9deg corner commitType=frontier intent=EXPAND_MAP fr=352 exploreRoute=frontier-only cost=2. noise=cache48:obs-3/ defer=103 plan=92ms/339,0,0,0,,,,,,,,,,,,,,,,,121.935,92.2904,339,load=shed loop=122 ema=87,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
392,401.44,12544,-0.067941,-2.29788,70.2935,-4.18642,0.452156,0.00152537,26.9825,33.3657,76252,228534,152282,35262,1447,8,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROW_FORWARD:row forward after  t=2.2s d=0.00/0.28,1,frontier,7,0.995126,wavefront frontier cost=0.83m len=6 score=91.9 comp=0 fp=939/0.00 cont=0.0 wall=0.0 seg=point geom first=9deg corner commitType=frontier intent=EXPAND_MAP fr=352 exploreRoute=frontier-only cost=2. noise=cache48:obs-3/ defer=103 plan=92ms/339,0,0,0,,,,,,,,,,,,,,,,,110.867,92.2904,339,load=shed loop=111 ema=54,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
393,402.464,12576,-0.0247623,-2.21146,56.6101,-4.14323,0.538625,0.00153475,27.0793,33.3657,76252,228534,152282,35262,1447,8,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROW_FORWARD:row forward after  t=2.2s d=0.00/0.28,1,frontier,7,0.995126,wavefront frontier cost=0.83m len=6 score=91.9 comp=0 fp=939/0.00 cont=0.0 wall=0.0 seg=point geom first=9deg corner commitType=frontier intent=EXPAND_MAP fr=352 exploreRoute=frontier-only cost=2. noise=cache48:obs-3/ defer=103 plan=92ms/339,0,0,0,,,,,,,,,,,,,,,,,202.491,92.2904,339,load=shed loop=202 ema=85,0,"lowObs=mark (188,865) r=5 contact support",0,5,1,0,1
