sample_id,time_s,step_id,pose_x_m,pose_y_m,pose_theta_deg,gt_x_m,gt_y_m,localization_error_m,path_length_m,coverage_percent,coverage_cleaned_cells,coverage_total_cells,uncleaned_cells,frontier_cells,gray_gap_cells,gray_gap_components,planner_intent,planner_mode,navigation_phase,nav_state,owner_source,control_owner,route_active,route_kind,route_len_cells,route_cost_m,route_status,map_mature,known_map_active,dock_completed,raw_obstacle_cells,actual_obstacle_cells,no_go_cells,hypothesis_obstacle_cells,contact_obstacle_cells,structural_obstacle_cells,thin_obstacle_cells,weak_unconfirmed_obstacle_cells,gt_obstacle_cells,false_occupied_cells,false_free_cells,false_occupied_ratio,obstacle_precision,obstacle_recall,quality_ok,quality_debug,loop_ms,planner_ms,planner_nodes,load_shedding,bumper_active,low_obstacle_debug,bumper_events,recovery_events,route_abort_events,known_wait_events,low_obstacle_marks
0,0.032,0,0,0,0,-4.12001,2.75001,0,0,0,0,0,0,0,0,0,CLEAN_KNOWN,ROW_COVERAGE,EXPLORE,FORWARD,none,NONE,0,none,0,-1,fallback/no reachable route,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,quality_gate=n/a,514.169,238.094,0,load=shed loop=514 ema=514,0,lowObs=idle,0,0,0,0,0
1,1.056,32,0.120529,3.13011e-09,9.13662e-07,-3.99883,2.75,0.000649466,0.120529,0,0,0,0,0,0,0,CLEAN_KNOWN,ROW_COVERAGE,EXPLORE,FORWARD,none,NONE,0,none,0,-1,fallback/no reachable route,0,0,0,,,,,,,,,,,,,,,,,76.5916,238.094,0,load=shed loop=77 ema=43,0,lowObs=idle,0,0,0,0,0
2,2.08,64,0.252818,-8.75657e-10,-2.90636e-06,-3.86648,2.75,0.000712373,0.252818,0,0,0,0,0,0,0,CLEAN_KNOWN,ROW_COVERAGE,EXPLORE,FORWARD,none,NONE,0,none,0,-1,fallback/no reachable route,0,0,0,,,,,,,,,,,,,,,,,69.8878,238.094,0,load=shed loop=70 ema=41,0,lowObs=idle,0,0,0,0,0
3,3.104,96,0.338051,0.00134261,-0.12272,-3.78134,2.75135,0.000613627,0.33807,3.78041,575,15210,14635,7058,0,0,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.51m len=4 score=102.1 comp=0 fp=935/0.00 cont=0.0 wall=0.0 seg=point geom first=28deg corne commitType=frontier intent=EXPAND_MAP fr=705 exploreRoute=frontier-only cost=3. noise=cache22:obs-0/ defer=0 plan=69ms/97,0,0,0,,,,,,,,,,,,,,,,,74.7244,68.8481,97,load=shed loop=75 ema=66,0,lowObs=idle,0,0,0,0,0
4,4.128,128,0.425635,0.000762723,0.288384,-3.69397,2.75076,0.000401937,0.42566,3.78041,575,15210,14635,7058,0,0,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.34m len=3 score=104.5 comp=0 fp=935/0.00 cont=0.0 wall=0.0 seg=point geom first=18deg corne commitType=frontier intent=EXPAND_MAP fr=705 exploreRoute=frontier-only cost=2. noise=cache57:obs-0/ defer=0 plan=175ms/115,0,0,0,,,,,,,,,,,,,,,,,63.1544,175.126,115,load=shed loop=63 ema=114,0,lowObs=idle,0,0,0,0,0
5,5.152,160,0.501219,0.00169913,2.11029,-3.6185,2.75169,0.000290546,0.50126,5.72156,944,16499,15555,6413,0,0,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,RGBD_SNAPSHOT,frontier-hold,RGBD_SNAPSHOT:RGB-D snapshot set t=1.4s d=0.00/0.00,0,none,0,-1,wavefront frontier cost=0.51m len=4 score=102.3 comp=0 fp=938/-0.00 cont=0.0 wall=0.0 seg=point geom first=25deg corne commitType=frontier intent=EXPAND_MAP fr=641 exploreRoute=frontier-only cost=2. noise=cache16:obs-0/ defer=0 plan=64ms/115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,quality_gate=n/a,61.1242,64.2926,115,load=shed loop=61 ema=61,0,lowObs=idle,0,0,0,0,0
6,6.176,192,0.501219,0.00169913,1.19712,-3.61855,2.7517,0.000237002,0.50126,5.72156,944,16499,15555,6413,0,0,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:row forward after  t=2.2s d=0.00/0.28,0,none,0,-1,wavefront frontier cost=0.51m len=4 score=102.2 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=25deg corne commitType=frontier intent=EXPAND_MAP fr=641 exploreRoute=frontier-only cost=2. noise=cache50:obs-0/ defer=0 plan=168ms/2649,0,0,0,,,,,,,,,,,,,,,,,62.9542,168.441,2649,load=shed loop=63 ema=99,0,lowObs=idle,0,0,0,0,0
7,7.2,224,0.592005,0.00227889,1.78087,-3.52791,2.75227,9.09454e-05,0.592057,5.72156,944,16499,15555,6413,0,0,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,4,0.510924,wavefront frontier cost=0.51m len=4 score=102.2 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=25deg corne commitType=frontier intent=EXPAND_MAP fr=641 exploreRoute=frontier-only cost=2. noise=cache50:obs-0/ defer=0 plan=168ms/2649,0,0,0,,,,,,,,,,,,,,,,,74.3595,168.441,2649,load=shed loop=74 ema=53,0,lowObs=idle,0,0,0,0,0
8,8.224,256,0.676648,0.00622829,2.37069,-3.44318,2.75623,0.000177394,0.676796,6.45004,1187,18403,17216,7917,0,0,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.51m len=4 score=102.5 comp=0 fp=937/-0.00 cont=0.0 wall=0.0 seg=point geom first=21deg corne commitType=frontier intent=EXPAND_MAP fr=791 exploreRoute=frontier-only cost=3. noise=cache43:obs-0/ defer=0 plan=169ms/3945,0,0,0,,,,,,,,,,,,,,,,,54.7177,169.249,3945,load=shed loop=55 ema=83,0,lowObs=idle,0,0,0,0,0
9,9.248,288,0.774841,0.00495697,-0.837356,-3.34519,2.75495,3.42165e-05,0.774998,8.83191,1767,20007,18240,7190,0,0,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.51m len=4 score=102.1 comp=0 fp=928/-0.00 cont=0.0 wall=0.0 seg=point geom first=27deg corne commitType=frontier intent=EXPAND_MAP fr=719 exploreRoute=frontier-only cost=3. noise=cache8:obs-0/0 defer=0 plan=78ms/661,0,0,0,,,,,,,,,,,,,,,,,633.069,78.3544,661,load=shed loop=633 ema=144,0,lowObs=idle,0,0,0,0,0
10,10.272,320,0.888274,0.00461467,1.99779,-3.2317,2.75459,4.72099e-05,0.888446,8.83191,1767,20007,18240,7190,0,0,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,4,0.509866,wavefront frontier cost=0.51m len=4 score=102.1 comp=0 fp=928/-0.00 cont=0.0 wall=0.0 seg=point geom first=27deg corne commitType=frontier intent=EXPAND_MAP fr=719 exploreRoute=frontier-only cost=3. noise=cache8:obs-0/0 defer=0 plan=78ms/661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,quality_gate=n/a,74.9141,78.3544,661,load=shed loop=75 ema=51,0,lowObs=idle,0,0,0,0,0
11,11.296,352,0.948731,0.00751213,2.00073,-3.17122,2.75751,5.71525e-05,0.948974,8.83191,1767,20007,18240,7190,0,0,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,RGBD_SNAPSHOT,frontier-hold,RGBD_SNAPSHOT:RGB-D snapshot set t=1.4s d=0.00/0.00,0,none,0,-1,wavefront frontier cost=0.51m len=4 score=102.5 comp=0 fp=941/-0.00 cont=0.0 wall=0.0 seg=point geom first=21deg corne commitType=frontier intent=EXPAND_MAP fr=719 exploreRoute=frontier-only cost=3. noise=cache61:obs-0/ defer=0 plan=162ms/137,0,0,0,,,,,,,,,,,,,,,,,97.1873,162.025,137,load=shed loop=97 ema=42,0,lowObs=idle,0,0,0,0,0
12,12.32,384,0.951301,0.00752294,-0.0134594,-3.16884,2.75752,0.00013916,0.951545,10.3158,2362,22897,20535,7281,0,0,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:row forward after  t=2.2s d=0.00/0.28,0,none,0,-1,wavefront frontier cost=0.51m len=4 score=102.4 comp=0 fp=941/-0.00 cont=0.0 wall=0.0 seg=point geom first=23deg corne commitType=frontier intent=EXPAND_MAP fr=728 exploreRoute=frontier-only cost=3. noise=cache27:obs-0/ defer=0 plan=104ms/9001,0,0,0,,,,,,,,,,,,,,,,,61.4684,103.822,9001,load=shed loop=61 ema=60,0,lowObs=idle,0,0,0,0,0
13,13.344,416,1.04727,0.00771097,0.999617,-3.07284,2.7577,0.000109018,1.04752,10.3158,2362,22897,20535,7281,0,0,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,4,0.510924,wavefront frontier cost=0.51m len=4 score=102.4 comp=0 fp=941/-0.00 cont=0.0 wall=0.0 seg=point geom first=23deg corne commitType=frontier intent=EXPAND_MAP fr=728 exploreRoute=frontier-only cost=3. noise=cache27:obs-0/ defer=0 plan=104ms/9001,0,0,0,,,,,,,,,,,,,,,,,72.3772,103.822,9001,load=shed loop=72 ema=49,0,lowObs=idle,0,0,0,0,0
14,14.368,448,1.12382,0.0102442,0.152277,-2.99634,2.76024,0.0001567,1.12411,10.9095,2712,24859,22147,7007,0,0,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.51m len=4 score=101.3 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=21deg corne commitType=frontier intent=EXPAND_MAP fr=700 exploreRoute=frontier-only cost=2. noise=cache20:obs-0/ defer=0 plan=219ms/6756,0,0,0,,,,,,,,,,,,,,,,,60.0141,218.787,6756,load=shed loop=60 ema=57,0,lowObs=idle,0,0,0,0,0
15,15.392,480,1.21263,0.00961916,-0.796318,-2.90784,2.75962,0.00046454,1.21293,10.9095,2712,24859,22147,7007,0,0,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.67m len=5 score=97.6 comp=0 fp=941/-0.00 cont=0.0 wall=0.0 seg=point geom first=24deg corne commitType=frontier intent=EXPAND_MAP fr=700 exploreRoute=frontier-only cost=3. noise=cache55:obs-0/ defer=0 plan=71ms/257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,quality_gate=n/a,140.845,71.2673,257,load=shed loop=141 ema=76,0,lowObs=idle,0,0,0,0,0
16,16.416,512,1.28705,0.00963379,-0.796534,-2.83379,2.75963,0.000829268,1.28735,10.9095,2712,24859,22147,7007,0,0,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.67m len=5 score=97.6 comp=0 fp=941/-0.00 cont=0.0 wall=0.0 seg=point geom first=24deg corne commitType=frontier intent=EXPAND_MAP fr=700 exploreRoute=frontier-only cost=3. noise=cache55:obs-0/ defer=0 plan=71ms/257,0,0,0,,,,,,,,,,,,,,,,,52.5041,71.2673,257,load=shed loop=53 ema=25,0,lowObs=idle,0,0,0,0,0
17,17.44,544,1.36147,0.00964841,-0.796351,-2.75973,2.75965,0.00119285,1.36178,10.9095,2712,24859,22147,7007,0,0,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.67m len=5 score=97.6 comp=0 fp=941/-0.00 cont=0.0 wall=0.0 seg=point geom first=24deg corne commitType=frontier intent=EXPAND_MAP fr=700 exploreRoute=frontier-only cost=3. noise=cache55:obs-0/ defer=0 plan=71ms/257,0,0,0,,,,,,,,,,,,,,,,,53.1408,71.2673,257,load=shed loop=53 ema=25,0,lowObs=idle,0,0,0,0,0
18,18.464,576,1.43589,0.00966336,-0.796106,-2.68568,2.75966,0.0015566,1.4362,10.9095,2712,24859,22147,7007,0,0,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.67m len=5 score=97.6 comp=0 fp=941/-0.00 cont=0.0 wall=0.0 seg=point geom first=24deg corne commitType=frontier intent=EXPAND_MAP fr=700 exploreRoute=frontier-only cost=3. noise=cache55:obs-0/ defer=0 plan=71ms/257,0,0,0,,,,,,,,,,,,,,,,,61.3945,71.2673,257,load=shed loop=61 ema=25,0,lowObs=idle,0,0,0,0,0
19,19.488,608,1.51031,0.00967842,-0.796213,-2.61162,2.75968,0.0019204,1.51062,10.9095,2712,24859,22147,7007,0,0,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.67m len=5 score=97.6 comp=0 fp=941/-0.00 cont=0.0 wall=0.0 seg=point geom first=24deg corne commitType=frontier intent=EXPAND_MAP fr=700 exploreRoute=frontier-only cost=3. noise=cache55:obs-0/ defer=0 plan=71ms/257,0,0,0,,,,,,,,,,,,,,,,,50.7988,71.2673,257,load=shed loop=51 ema=24,0,lowObs=idle,0,0,0,0,0
20,20.512,640,1.58472,0.00969317,-0.796536,-2.53757,2.75969,0.00228409,1.58505,10.9095,2712,24859,22147,7007,0,0,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.67m len=5 score=97.6 comp=0 fp=941/-0.00 cont=0.0 wall=0.0 seg=point geom first=24deg corne commitType=frontier intent=EXPAND_MAP fr=700 exploreRoute=frontier-only cost=3. noise=cache55:obs-0/ defer=0 plan=71ms/257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,quality_gate=n/a,90.5311,71.2673,257,load=shed loop=91 ema=29,0,lowObs=idle,0,0,0,0,0
21,21.536,672,1.65914,0.00970761,-0.796599,-2.46351,2.75971,0.00264767,1.65947,10.9095,2712,24859,22147,7007,0,0,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.67m len=5 score=97.6 comp=0 fp=941/-0.00 cont=0.0 wall=0.0 seg=point geom first=24deg corne commitType=frontier intent=EXPAND_MAP fr=700 exploreRoute=frontier-only cost=3. noise=cache55:obs-0/ defer=0 plan=71ms/257,0,0,0,,,,,,,,,,,,,,,,,59.5163,71.2673,257,load=shed loop=60 ema=22,0,lowObs=idle,0,0,0,0,0
22,22.56,704,1.73356,0.00972222,-0.796334,-2.38945,2.75972,0.00301134,1.73389,10.9095,2712,24859,22147,7007,0,0,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.67m len=5 score=97.6 comp=0 fp=941/-0.00 cont=0.0 wall=0.0 seg=point geom first=24deg corne commitType=frontier intent=EXPAND_MAP fr=700 exploreRoute=frontier-only cost=3. noise=cache55:obs-0/ defer=0 plan=71ms/257,0,0,0,,,,,,,,,,,,,,,,,52.5389,71.2673,257,load=shed loop=53 ema=25,0,lowObs=idle,0,0,0,0,0
23,23.584,736,1.80798,0.00973714,-0.796188,-2.3154,2.75974,0.00337513,1.80832,10.9095,2712,24859,22147,7007,0,0,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.67m len=5 score=97.6 comp=0 fp=941/-0.00 cont=0.0 wall=0.0 seg=point geom first=24deg corne commitType=frontier intent=EXPAND_MAP fr=700 exploreRoute=frontier-only cost=3. noise=cache55:obs-0/ defer=0 plan=71ms/257,0,0,0,,,,,,,,,,,,,,,,,50.0017,71.2673,257,load=shed loop=50 ema=21,0,lowObs=idle,0,0,0,0,0
24,24.608,768,1.8824,0.00975201,-0.79642,-2.24134,2.75975,0.00373891,1.88274,10.9095,2712,24859,22147,7007,0,0,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.67m len=5 score=97.6 comp=0 fp=941/-0.00 cont=0.0 wall=0.0 seg=point geom first=24deg corne commitType=frontier intent=EXPAND_MAP fr=700 exploreRoute=frontier-only cost=3. noise=cache55:obs-0/ defer=0 plan=71ms/257,0,0,0,,,,,,,,,,,,,,,,,56.5057,71.2673,257,load=shed loop=57 ema=21,0,lowObs=idle,0,0,0,0,0
25,25.632,800,1.95682,0.0097665,-0.796698,-2.16729,2.75977,0.00410255,1.95716,10.9095,2712,24859,22147,7007,0,0,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.67m len=5 score=97.6 comp=0 fp=941/-0.00 cont=0.0 wall=0.0 seg=point geom first=24deg corne commitType=frontier intent=EXPAND_MAP fr=700 exploreRoute=frontier-only cost=3. noise=cache55:obs-0/ defer=0 plan=71ms/257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,quality_gate=n/a,59.5663,71.2673,257,load=shed loop=60 ema=26,0,lowObs=idle,0,0,0,0,0
26,26.656,832,2.03124,0.00978083,-0.796616,-2.09323,2.75978,0.00446614,2.03159,10.9095,2712,24859,22147,7007,0,0,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.67m len=5 score=97.6 comp=0 fp=941/-0.00 cont=0.0 wall=0.0 seg=point geom first=24deg corne commitType=frontier intent=EXPAND_MAP fr=700 exploreRoute=frontier-only cost=3. noise=cache55:obs-0/ defer=0 plan=71ms/257,0,0,0,,,,,,,,,,,,,,,,,58.0348,71.2673,257,load=shed loop=58 ema=23,0,lowObs=idle,0,0,0,0,0
27,27.68,864,2.10566,0.00979544,-0.796334,-2.01918,2.7598,0.00482986,2.10601,10.9095,2712,24859,22147,7007,0,0,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.67m len=5 score=97.6 comp=0 fp=941/-0.00 cont=0.0 wall=0.0 seg=point geom first=24deg corne commitType=frontier intent=EXPAND_MAP fr=700 exploreRoute=frontier-only cost=3. noise=cache55:obs-0/ defer=0 plan=71ms/257,0,0,0,,,,,,,,,,,,,,,,,57.5934,71.2673,257,load=shed loop=58 ema=23,0,lowObs=idle,0,0,0,0,0
28,28.704,896,2.18007,0.00981028,-0.796324,-1.94512,2.75981,0.00519368,2.18043,10.9095,2712,24859,22147,7007,0,0,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.67m len=5 score=97.6 comp=0 fp=941/-0.00 cont=0.0 wall=0.0 seg=point geom first=24deg corne commitType=frontier intent=EXPAND_MAP fr=700 exploreRoute=frontier-only cost=3. noise=cache55:obs-0/ defer=0 plan=71ms/257,0,0,0,,,,,,,,,,,,,,,,,62.3452,71.2673,257,load=shed loop=62 ema=26,0,lowObs=idle,0,0,0,0,0
29,29.728,928,2.2745,0.00955631,0.548687,-1.85053,2.75954,0.00502437,2.27486,22.1961,5757,25937,20180,6583,0,0,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,4,0.510336,wavefront frontier cost=0.51m len=4 score=102.2 comp=0 fp=868/-0.00 cont=0.0 wall=0.0 seg=point geom first=24deg corne commitType=frontier intent=EXPAND_MAP fr=658 exploreRoute=frontier-only cost=2. noise=cache42:obs-0/ defer=0 plan=163ms/372,0,0,0,,,,,,,,,,,,,,,,,69.8484,163.131,372,load=shed loop=70 ema=50,0,lowObs=idle,0,0,0,0,0
30,30.752,960,2.3592,0.0117879,2.00689,-1.76574,2.76178,0.00493439,2.3596,23.3055,6282,26955,20673,7750,0,0,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,RGBD_SNAPSHOT,frontier-hold,RGBD_SNAPSHOT:RGB-D snapshot set t=1.4s d=0.00/0.00,0,none,0,-1,wavefront frontier cost=0.51m len=4 score=102.2 comp=0 fp=911/0.00 cont=0.0 wall=0.0 seg=point geom first=25deg corne commitType=frontier intent=EXPAND_MAP fr=775 exploreRoute=frontier-only cost=2. noise=cache31:obs-0/ defer=0 plan=163ms/158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,quality_gate=n/a,114.351,162.675,158,load=shed loop=114 ema=91,0,lowObs=idle,0,0,0,0,0
31,31.776,992,2.3592,0.0117879,1.55024,-1.7658,2.76178,0.00500193,2.3596,23.3055,6282,26955,20673,7750,0,0,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:row forward after  t=2.2s d=0.00/0.28,0,none,0,-1,wavefront frontier cost=0.51m len=4 score=102.2 comp=0 fp=911/0.00 cont=0.0 wall=0.0 seg=point geom first=26deg corne commitType=frontier intent=EXPAND_MAP fr=775 exploreRoute=frontier-only cost=2. noise=cache65:obs-0/ defer=0 plan=73ms/211,0,0,0,,,,,,,,,,,,,,,,,58.1442,72.994,211,load=shed loop=58 ema=110,0,lowObs=idle,0,0,0,0,0
32,32.8,1024,2.44696,0.0122461,1.90561,-1.6782,2.76222,0.00515211,2.44737,23.3055,6282,26955,20673,7750,0,0,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,4,0.510934,wavefront frontier cost=0.51m len=4 score=102.2 comp=0 fp=911/0.00 cont=0.0 wall=0.0 seg=point geom first=26deg corne commitType=frontier intent=EXPAND_MAP fr=775 exploreRoute=frontier-only cost=2. noise=cache65:obs-0/ defer=0 plan=73ms/211,0,0,0,,,,,,,,,,,,,,,,,74.3547,72.994,211,load=shed loop=74 ema=51,0,lowObs=idle,0,0,0,0,0
33,33.824,1056,2.53763,0.0168928,3.55471,-1.5874,2.76688,0.00502989,2.53816,20.6711,6616,32006,25390,17909,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.51m len=4 score=102.3 comp=0 fp=940/0.00 cont=0.0 wall=0.0 seg=point geom first=23deg corne commitType=frontier intent=EXPAND_MAP fr=179 exploreRoute=frontier-only cost=1. noise=cache40:obs-0/ defer=0 plan=199ms/248,0,0,0,,,,,,,,,,,,,,,,,61.2564,199.162,248,load=shed loop=61 ema=44,0,lowObs=idle,0,0,0,0,0
34,34.848,1088,2.62809,0.0161614,-0.566861,-1.49718,2.76615,0.00527107,2.62863,19.2909,7155,37090,29935,12986,113,2,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.51m len=4 score=102.1 comp=0 fp=919/-0.00 cont=0.0 wall=0.0 seg=point geom first=26deg corne commitType=frontier intent=EXPAND_MAP fr=129 exploreRoute=frontier-only cost=2. noise=cache4:obs-0/0 defer=0 plan=85ms/199,0,0,0,,,,,,,,,,,,,,,,,94.5191,85.1896,199,load=shed loop=95 ema=50,0,lowObs=idle,0,0,0,0,0
35,35.872,1120,2.74264,0.0160069,1.33263,-1.38256,2.76598,0.00519459,2.74318,19.2909,7155,37090,29935,12986,113,2,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,4,0.509557,wavefront frontier cost=0.51m len=4 score=102.1 comp=0 fp=940/0.00 cont=0.0 wall=0.0 seg=point geom first=27deg corne commitType=frontier intent=EXPAND_MAP fr=129 exploreRoute=frontier-only cost=1. noise=cache22:obs-0/ defer=0 plan=171ms/254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,quality_gate=n/a,92.4383,170.886,254,load=shed loop=92 ema=53,0,lowObs=idle,0,0,0,0,0
36,36.896,1152,2.83032,0.019582,3.19128,-1.29477,2.76957,0.00508875,2.83094,18.5248,7881,42543,34662,10844,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,GRID_REALIGN,fallback,GRID_REALIGN:hard-core heading  t=2.2s d=0.00/0.00,0,none,0,-1,wavefront frontier cost=0.51m len=4 score=102.5 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=21deg corne commitType=frontier intent=EXPAND_MAP fr=108 exploreRoute=frontier-only cost=1. noise=cache8:obs-0/0 defer=0 plan=168ms/351,0,0,0,,,,,,,,,,,,,,,,,58.8895,168.077,351,load=shed loop=59 ema=124,0,lowObs=idle,0,0,0,0,0
37,37.92,1184,2.83032,0.019582,2.18781,-1.29485,2.76957,0.00517284,2.83094,18.5248,7881,42543,34662,10844,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,RGBD_SNAPSHOT,frontier-hold,RGBD_SNAPSHOT:RGB-D snapshot set t=1.4s d=0.00/0.00,0,none,0,-1,wavefront frontier cost=0.51m len=4 score=102.4 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=23deg corne commitType=frontier intent=EXPAND_MAP fr=108 exploreRoute=frontier-only cost=1. noise=cache42:obs-0/ defer=0 plan=100ms/3497,0,0,0,,,,,,,,,,,,,,,,,857.093,99.9852,3497,load=shed loop=857 ema=211,0,lowObs=idle,0,0,0,0,0
